row_ID,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,binarisation
168127,,Washington,None,None,,,A-15168-87934,09/07/2015,Certified,L-1,UNITED KINGDOM,,22/04/2015,400 Renaissance Center,None,DETROIT,UNITED STATES OF AMERICA,Chief Human Resources Officer,URBAN SCIENCE,800,(313) 259-9900,,2139,MASSACHUSETTS,2002,A,INDIA,MEDFORD,Master's,1
340399,,Arlington,Erickson Immigration Group,CALIFORNIA,,,A-16091-91472,19/04/2016,Certified-Expired,L-1,INDIA,,22/01/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 705-9061,,1760,MASSACHUSETTS,1984,Y,INDIA,NATICK,Master's,1
203917,,Houston,"FosterQuan, LLP",CALIFORNIA,,,A-15271-22651,22/10/2015,Certified-Expired,H-1B,INDIA,,14/01/2016,745 Seventh Avenue,Suite 200,NEW YORK,UNITED STATES OF AMERICA,Managing Director,BARCLAYS CAPITAL INC.,3522,(212) 412-4000,,1581,MASSACHUSETTS,2002,A,INDIA,SOUTH GRAFTON,Associate's,0
340197,,None,Leibl & Kirkwood,NEW YORK,,,A-16092-91738,20/04/2016,Withdrawn,H-1B,INDIA,,14/12/2016,One Microsoft Way,Third Floor,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1748,MASSACHUSETTS,1979,A,INDIA,SUNNYVALE,Master's,1
301896,,Boston,Hirsch Roberts Weinstein LLP,MARYLAND,,,A-15324-42122,12/12/2015,Certified,H-1B,INDIA,,07/06/2016,211 Quality Circle,None,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,35000,(201) 290-9573,,2451,MASSACHUSETTS,2001,Y,NEPAL,SOUTH JORDAN,Bachelor's,0
278527,,San Jose,Law Office of David Piver,MICHIGAN,,,A-16175-25209,14/07/2016,Certified,H-1B,INDIA,,05/08/2016,411 E. Plumeria Drive,None,SAN JOSE,UNITED STATES OF AMERICA,Manager Of Immigration,"NXP Semiconductors USA, Inc.",23000,(408) 518-5500,,2478,MASSACHUSETTS,1993,A,SAUDI ARABIA,WEST CHESTER,Bachelor's,0
64438,,Owings Mills,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-16207-35687,16/08/2016,Certified-Expired,None,BANGLADESH,,18/02/2016,775 South Kirkman Road,#207,ORLANDO,UNITED STATES OF AMERICA,Ceo,"NUVIEW TECHNOLGIES, INC.",43,(321) 710-0969,,2142,MASSACHUSETTS,1998,Y,SWEDEN,SAN FRANCISCO,Bachelor's,0
150812,,Dallas,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15201-99840,14/08/2015,Certified,H-4,INDIA,,03/08/2015,103 Morgan Lane,None,PLAINSBORO,UNITED STATES OF AMERICA,President,"COMPUNNEL SOFTWARE GROUP, INC.",450,(609) 606-9010,,01003-9313,MASSACHUSETTS,1863,A,TURKEY,NORTHAMPTON,Doctorate,0
353162,,Centerville,"Tocci & Lee, LLC",VIRGINIA,,,A-16103-95843,26/04/2016,Certified,H-1B,INDIA,,28/09/2016,One Dell Way,None,ROUND ROCK,UNITED STATES OF AMERICA,Immigration Advisor,DELL USA LP,111300,(512) 338-4400,,1886,MASSACHUSETTS,1954,,,ACTON,Master's,1
186968,,San Francisco,KPMG Law LLP,MASSACHUSETTS,,,A-15219-06487,10/09/2015,Certified-Expired,H-1B,INDIA,,27/02/2015,125 S. West Street,Suite 200,WILMINGTON,UNITED STATES OF AMERICA,Group Lead,BARCLAYS BANK DELAWARE,1786,(302) 255-8000,,2492,MASSACHUSETTS,2001,,,ALLSTON,Master's,1
164779,,None,Seth Law Associates,TEXAS,,,A-16012-60153,08/02/2016,Certified,H-1B,INDIA,,12/04/2016,28411 Northwestern Highway,None,SOUTHFIELD,UNITED STATES OF AMERICA,Director Professional Services,TECHNOSOFT CORPORATION,720,(248) 603-2600,,1864,MASSACHUSETTS,2003,,,ANDOVER,Master's,1
165299,,Reston,Tafapolsky and Smith LLP,TEXAS,,,A-16027-66136,26/02/2016,Certified-Expired,H-1B,INDIA,,25/03/2016,28411 Northwestern Highway,Suite 300,SOUTHFIELD,UNITED STATES OF AMERICA,Director Professional Services,TECHNOSOFT CORPORATION,720,(248) 603-2600,,1801,MASSACHUSETTS,1984,,,BLOOMINGTON,Bachelor's,0
129010,,Flushing,LAW OFFICE OF YUNSUNG CHOI PC,MINNESOTA,,,A-15134-76337,05/06/2015,Certified-Expired,H-1B,INDIA,,04/02/2015,14175 Sullyfield Circle,Suite 1100,CHANTILLY,UNITED STATES OF AMERICA,President,"USM BUSINESS SYSTEMS, INC",203,(703) 263-1546,1,1803,MASSACHUSETTS,1998,,,BOTHELL,Master's,1
145949,,Jamestown,"Law Office Neelam Bhardwaj, PLLC",MICHIGAN,,,A-14231-99421,18/09/2014,Certified-Expired,H-1B,INDIA,,22/10/2014,1740 Technology Dr,Ste101,SAN JOSE,UNITED STATES OF AMERICA,Human Resources Generalist,"NUTANIX, INC.",399,(408) 520-0520,,2210,MASSACHUSETTS,1928,,,BROOKLINE,Master's,1
339999,,Lawrenceville,"US Mantech, Inc.",VIRGINIA,,,A-13304-09612,18/11/2013,Certified,L-1,INDIA,,07/09/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1748,MASSACHUSETTS,1979,,,CARY,Master's,1
147475,,Lawrenceville,"US Mantech, Inc.",VIRGINIA,,,A-15341-47368,30/12/2015,Certified-Expired,None,INDIA,,17/02/2015,28411 Northwestern Highway,None,SOUTHFIELD,UNITED STATES OF AMERICA,Director Professional Services,TECHNOSOFT CORPORATION,418,(248) 603-2600,,1801,MASSACHUSETTS,1984,,,CHARLOTTE,Master's,1
60184,,Hoboken,"Ramchand & Raval, P.C.",PENNSYLVANIA,,,A-14211-93698,20/08/2014,Certified,H-1B,FRANCE,,30/07/2015,55 New Montgomery St,None,SAN FRANCISCO,UNITED STATES OF AMERICA,Chief Technology Officer,"CoTap, Inc",38,(310) 413-9499,,2108,MASSACHUSETTS,1963,,,CHICAGO,Master's,1
112354,,"Toronto, On, Canada",None,None,,,A-14343-32586,05/01/2015,Certified-Expired,H-1B,INDIA,,23/12/2014,5655 Peachtree Pkwy.,Suite 1,NORCROSS,UNITED STATES OF AMERICA,President & Gm,TEK SERVICES LLC,130,(678) 648-6191,,1801,MASSACHUSETTS,1984,,,CHICAGO,Bachelor's,0
195004,,Troy,None,None,,,A-16272-57298,13/10/2016,Certified-Expired,H-1B,MOROCCO,,09/02/2015,Academic Affairs,None,NORFOLK,UNITED STATES OF AMERICA,Associate Vp For Academic Affairs,OLD DOMINION UNIVERSITY,2500,(757) 683-3808,,2116,MASSACHUSETTS,1991,,,CHICAGO,Bachelor's,0
338480,,Detroit,Honigman Miller Schwartz and Cohn LLP,MARYLAND,,,A-16300-65632,28/10/2016,Certified,H-1B,INDIA,,18/10/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 705-9061,,1702,MASSACHUSETTS,1986,,,FRAMINGHAM,Bachelor's,0
338425,,Flushing,"Law Office of Yong Il Jeong, P.C.",MINNESOTA,,,A-14136-69963,05/06/2014,Certified,H-1B,INDIA,,03/06/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1702,MASSACHUSETTS,1986,,,FRAMINGHAM,Master's,1
157927,,Buffalo,Serotte Law LLC,TEXAS,,,A-13256-96480,30/09/2013,Certified,Not in USA,VIETNAM,,29/12/2016,13151 Dovers Street,None,WAVERLY,UNITED STATES OF AMERICA,Director Of Human Resources,TECUMSEH POULTRY LLC,564,(402) 786-1000,,1801,MASSACHUSETTS,1984,,,FRANKLIN,Bachelor's,0
105745,,Addison,"Fragomen Partners, LLP",CALIFORNIA,,,A-15057-54249,23/03/2015,Certified,H-1B,CHINA,,11/09/2015,7930 Jones Branch Dr,C-103,MCLEAN,UNITED STATES OF AMERICA,President,"TECHNOLOGY VENTURES, LLC",106,(703) 917-1650,1234,1821,MASSACHUSETTS,1996,,,IRVINE,Bachelor's,0
90670,,None,"Fragomen, Del Rey, Bernsen & Loewy, LLP",FLORIDA,,,A-16063-79960,30/03/2016,Certified,H-1B,INDIA,,07/08/2015,1 E. Uwchlan Ave,None,EXTON,UNITED STATES OF AMERICA,Vice-President,TECHWAVE CONSULTING INC,75,(484) 872-8707,,1801,MASSACHUSETTS,1984,,,JAMESTOWN,Master's,1
257627,,New York,"Fragomen, Del Rey, Bernsen, & Loewy, LLP",ILLINOIS,,,A-15243-13198,29/09/2015,Certified-Expired,H-1B,CHINA,,17/11/2014,1700 Market Street,None,PHILADELPHIA,UNITED STATES OF AMERICA,"Lead Specialist, Hr, Deloitte Services Lp,As Agent",DELOITTE CONSULTING LLP,15000,(214) 840-1464,,1581,MASSACHUSETTS,1995,,,JERSEY CITY,Bachelor's,0
335254,,Boston,Seyfarth Shaw LLP,TEXAS,,,A-14309-22710,08/12/2014,Certified-Expired,F-1,NEPAL,,19/11/2015,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,58000,(425) 538-3872,,1581,MASSACHUSETTS,1999,,,JERSEY CITY,Master's,1
338726,,Santa Clara,None,NEW YORK,,,A-14150-73675,18/06/2014,Certified-Expired,H-1B,INDIA,,08/01/2016,One Microsoft Way,Room 6D-401E,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1615,MASSACHUSETTS,1951,,,MARLBOROUGH,Bachelor's,0
213943,,Lawrenceville,Princeton Law Group,OHIO,,,A-15310-36691,07/12/2015,Denied,H-1B,INDIA,,02/09/2016,11 Wall Street,Suite 800 A,NEW YORK,UNITED STATES OF AMERICA,Paralegal,"NYSE MARKET (DE), INC.",5549,(770) 857-2395,,2210,MASSACHUSETTS,1946,,,MORRISVILLE,Master's,1
320363,,Arlington,Erickson Immigration Group,CALIFORNIA,,,A-12293-08759,18/01/2013,Certified,H-1B,INDIA,,29/07/2015,2200 Mission College Blvd.,None,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,INTEL CORPORATION,46544,(408) 765-8080,,1749,MASSACHUSETTS,1968,,,NASHUA,Master's,1
293554,,Washington,None,None,,,A-16067-81215,31/03/2016,Certified-Expired,H-1B,INDIA,,24/03/2015,211 Quality Circle,Suite 300,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,(201) 290-9573,,1720,MASSACHUSETTS,2002,,,NASHUA,Bachelor's,0
340227,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",FLORIDA,,,A-16082-87847,14/04/2016,Certified-Expired,L-1,INDIA,,13/01/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1760,MASSACHUSETTS,1984,,,NATICK,Master's,1
340787,,Chicago,"Kempster, Corcoran, Quiceno & Lenz-Calvo, LTD",MASSACHUSETTS,,,A-16088-90043,18/04/2016,Certified,H-1B,IRELAND,,02/09/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1760,MASSACHUSETTS,1984,,,NATICK,Master's,1
77609,,Seattle,None,None,,,A-14197-89132,04/08/2014,Certified-Expired,H-1B,INDIA,,26/11/2014,13840 Magnolia Ave,Ste 225,CHINO,UNITED STATES OF AMERICA,President & Ceo,NUTRAMED INC,55,(909) 502-5005,,2459,MASSACHUSETTS,1998,,,NEWTON,Master's,1
65056,,Irvine,"Fragomen, Del Rey, Bernsen & Loewy, LLP",COLORADO,,,A-15205-01805,25/08/2015,Certified,F-1,UNITED KINGDOM,,22/12/2016,13100 Alondra Blvd. Suite 100,None,CERRITOS,UNITED STATES OF AMERICA,Brokerage Manager,"OEC LOGISTICS, INC. D/B/A OEC GROUP",43,(562) 926-7186,,2116,MASSACHUSETTS,1991,,,NORWOOD,Bachelor's,0
97616,,Santa Clara,"Ramineni Law Associates, LLC",PENNSYLVANIA,,,A-16204-35237,11/08/2016,Certified-Expired,H-1B,VENEZUELA,,17/02/2016,8881 Hempstead Road,None,HOUSTON,UNITED STATES OF AMERICA,Human Resources Manager,Brougher Inc. DBA Forge USA,88,(713) 869-7577,,2139,MASSACHUSETTS,1987,,,PITTSBURGH,Bachelor's,0
51820,,New York,"Garganigo, Goldsmith & Weiss",ILLINOIS,,,A-14307-22040,04/12/2014,Certified,H-1B,GUATEMALA,,07/07/2016,2727 Paces Ferry Road,None,ATLANTA,UNITED STATES OF AMERICA,Office Manager,"OM PARTNERS USA, INC.",30,(770) 956-7118,,2110,MASSACHUSETTS,1983,,,QUINCY,Bachelor's,0
49304,,None,Murthy Law Firm,NEW YORK,,,A-14304-21281,01/12/2014,Certified,H-1B,INDIA,,15/11/2016,555 North Point Center East,None,ALPHARETTA,UNITED STATES OF AMERICA,President,OCHER TECHNOLOGY GROUP,27,(678) 521-6329,,2210,MASSACHUSETTS,1946,,,RALEIGH,Master's,1
144437,,Atlanta,"Fisher & Phillips, LLP",CALIFORNIA,,,A-15170-89063,13/07/2015,Certified-Expired,TN,MEXICO,,28/01/2015,3933  Automation Ave,None,AUBURN HILLS,UNITED STATES OF AMERICA,"Vice President, Human Resources - Na",BROSE NORTH AMERICA INC,388,(248) 339-4000,,2108,MASSACHUSETTS,2012,,,REVERE,Master's,1
338009,,Raleigh,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14050-42798,18/03/2014,Certified-Expired,H-1B,INDIA,,05/02/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1702,MASSACHUSETTS,1986,,,SHREWSBURY,Bachelor's,0
124912,,"Toronto, On, Canada",None,None,,,A-15177-91841,17/07/2015,Certified,H-1B,IRAN,,30/04/2015,989 Market Street,None,SAN FRANCISCO,UNITED STATES OF AMERICA,"Director, Human Resources","ZOOSK, INC.",190,(415) 728-9598,,1810,MASSACHUSETTS,1903,,,SMYRNA,Bachelor's,0
216031,,New York,"Fragomen, Del Rey, Bernsen & Loewy LLP",CALIFORNIA,,,A-16063-79807,29/03/2016,Withdrawn,H-1B,INDIA,,06/01/2016,5601 Granite Parkway,Suite:2,PLANO,UNITED STATES OF AMERICA,Senior Manager-Human Resources,"NTT DATA, INC",6000,(1800) 745-3263,,2110,MASSACHUSETTS,1987,,,SOMERVILLE,Master's,1
171286,,None,"K. K. RASTOGI, ESQ.",MASSACHUSETTS,,,A-16112-00380,13/05/2016,Certified,H-1B,INDIA,,29/09/2015,6565 Kilgour Place,None,DUBLIN,UNITED STATES OF AMERICA,Senior Attorney,"OCLC ONLINE COMPUTER LIBRARY CENTER, INC.",900,(614) 764-6056,,2111,MASSACHUSETTS,2005,,,SUNNYVALE,Bachelor's,0
338478,,Chicago,Sidley Austin LLP,TEXAS,,,A-14141-71385,12/06/2014,Certified,H-1B,INDIA,,08/09/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 705-9061,,1702,MASSACHUSETTS,1986,,,SUPERIOR,Master's,1
335080,,Austin,"Jackson Lewis, PC",MASSACHUSETTS,,,A-16082-87616,13/04/2016,Certified-Expired,L-1,INDIA,,12/12/2014,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,58000,(425) 705-9061,,1752,MASSACHUSETTS,1984,,,WALTHAM,Doctorate,0
165146,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",DISTRICT OF COLUMBIA,,,A-16021-63589,17/02/2016,Certified-Expired,H-1B,INDIA,,18/03/2016,28411 Northwestern Highway,Suite 2900,SOUTHFIELD,UNITED STATES OF AMERICA,Director Professional Services,TECHNOSOFT CORPORATION,720,(248) 603-2600,,2494,MASSACHUSETTS,1985,,,WALTHAM,Master's,1
327922,,Miami,"Karen L. Varela, P.A.",MASSACHUSETTS,,,A-14323-26951,15/12/2014,Certified,H-1B,INDIA,,03/08/2016,1360 Post Oak Blvd.,None,HOUSTON,UNITED STATES OF AMERICA,Global Mobility Analyst,"Broken Hill Proprietary (USA), Inc.",49496,(713) 499-5861,,2210,MASSACHUSETTS,2013,,,WATERTOWN,Master's,1
158526,,Woburn,None,None,,,A-16019-62376,15/02/2016,Certified,None,INDIA,,28/09/2015,28411 Northwestern Highway,None,SOUTHFIELD,UNITED STATES OF AMERICA,Director  Professional Services,TECHNOSOFT CORPORATION,580,(248) 603-2600,,2481,MASSACHUSETTS,1875,,,WELLESLEY,Doctorate,0
339571,,Farmington Hills,"Antone, Casagrande & Adwers, P.C.",ARIZONA,,,A-14155-75165,24/06/2014,Certified-Expired,L-1,INDIA,,19/01/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1748,MASSACHUSETTS,1979,,,WESTBOROUGH,Master's,1
341621,,Atlanta,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-14154-74735,23/06/2014,Certified,TN,MEXICO,,16/06/2016,One Microsoft Way,None,REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,1581,MASSACHUSETTS,1999,,,WESTBOROUGH,Master's,1
47378,,Edison,"Chugh, LLP",CALIFORNIA,,,A-16117-01861,16/05/2016,Denied,H-1B,INDIA,,29/08/2016,"10810 E. 45Th Street, Suite 202",Suite 906,TULSA,UNITED STATES OF AMERICA,Jtmawby23,Aether DBS LLC,26,(918) 250-6601,,48083,MICHIGAN,2002,A,CHINA,KING OF PRUSSIA,Master's,1
266407,,None,Williams Mullen,VIRGINIA,,,A-15293-30278,11/11/2015,Certified-Expired,H-1B,CHINA,,16/02/2016,1700 Market Street,None,PHILADELPHIA,UNITED STATES OF AMERICA,"Lead Specialist, Hr, Deloitte Services Lp,As Agent",DELOITTE CONSULTING LLP,19000,(214) 840-1464,,48170,MICHIGAN,1994,A,GERMANY,PLYMOUTH,Bachelor's,0
264778,,San Francisco,Clement and Hurst PLC,CALIFORNIA,,,A-15273-23568,26/10/2015,Certified,H-1B,INDIA,,04/10/2016,6100 Tennyson Parkway,None,PLANO,UNITED STATES OF AMERICA,Practice Lead - Global Immigration,INFOSYS LTD.,18500,(469) 229-9400,,48265-300,MICHIGAN,1908,A,INDIA,ALPHARETTA,Master's,1
351925,,San Francisco,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-16245-48675,16/09/2016,Certified,H-1B,INDIA,,02/11/2016,555 South Flower Street,None,LOS ANGELES,UNITED STATES OF AMERICA,"Director, Global Mobility Americas- Total Rewards","AECOM TECHNICAL SERVICES, INC.",100000,(213) 593-8100,24,48083,MICHIGAN,1997,A,INDIA,ATLANTA,Bachelor's,0
110431,,Dublin,"Sam Shihab & Associates, LLC",TENNESSEE,,,A-13326-18067,16/12/2013,Certified-Expired,H-1B,INDIA,,26/02/2016,39159 Paseo Padre Parkway,None,FREMONT,UNITED STATES OF AMERICA,Vice President Â€“ Operations,AGAMA SOLUTIONS INC.,121,(510) 796-9300,2600,48034,MICHIGAN,1996,Y,INDIA,AUSTIN,Bachelor's,0
124597,,None,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-14259-07397,17/10/2014,Certified,H-1B,INDIA,,28/08/2015,"360 Tolland Turnpike, Suite 2D",None,MANCHESTER,UNITED STATES OF AMERICA,President And Ceo,CYMA SYSTEMS INC,188,(860) 791-6356,,48075,MICHIGAN,1985,Y,INDIA,BURLINGAME,Master's,1
106892,,San Francisco,Younossi Law,VIRGINIA,,,A-15070-57869,03/04/2015,Certified,L-2,INDIA,,27/06/2016,22 E. Mifflin St,None,MADISON,UNITED STATES OF AMERICA,Hr Director,SYMPHONY CORPORATION,108,(608) 661-7608,,48187,MICHIGAN,2004,A,INDIA,DES PLAINES,Master's,1
172255,,Seattle,None,None,,,A-14351-35579,12/01/2015,Certified,H-1B,INDIA,,22/06/2015,7414 Hollister Avenue,None,GOLETA,UNITED STATES OF AMERICA,Senior Immigration Specialist,"CITRIX ONLINE, LLC",918,(805) 690-6400,,48168,MICHIGAN,1998,A,INDIA,FARMINGTON HILLS,Master's,1
89534,,Cincinnati,"Musillo Unkenholt, LLC",NEW YORK,,,A-14150-73616,17/06/2014,Certified-Expired,B-2,PHILIPPINES,,19/02/2016,140 W. Chestnut Ave.,None,MONROVIA,UNITED STATES OF AMERICA,President,"AEGIS AMBULANCE SERVICE, INC",75,(626) 685-9410,,48335,MICHIGAN,2008,A,INDIA,FREMONT,Bachelor's,0
169473,,Lake Oswego,"McClellan Immigration Law Offices, P.C.",NEW YORK,,,A-16103-96186,27/04/2016,Certified-Expired,H-1B,INDIA,,05/01/2016,209 10Th Avenue South,Suite 312,NASHVILLE,UNITED STATES OF AMERICA,"Sr. Director, Human Resources",HEALTHSTREAM.INC.,850,(615) 301-3100,,48393,MICHIGAN,2008,A,INDIA,NAPERVILLE,Master's,1
122160,,None,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-16049-74552,14/03/2016,Certified,H-1B,INDIA,,20/12/2016,400 Chatham Road,None,SPRINGFIELD,UNITED STATES OF AMERICA,President,SYNAPSIS INC,180,(217) 971-4330,,48187,MICHIGAN,2004,A,INDIA,RICHMOND,Master's,1
174184,,Troy,None,None,,,A-14352-35887,13/01/2015,Denied,Not in USA,VIETNAM,,16/07/2015,107 Star Street W,None,BETHLEHEM,UNITED STATES OF AMERICA,Head Of Human Resources,HARRISON POULTRY,1024,(770) 867-7511,,48167,MICHIGAN,2004,A,INDIA,SALISBURY,Master's,1
77984,,Buena Park,Ji Law Firm APC,MASSACHUSETTS,,,A-13168-72515,05/08/2013,Certified-Expired,H-1B,INDIA,,15/10/2015,6512 Six Forks Rd,None,RALEIGH,UNITED STATES OF AMERICA,Ceo,CYGTEC INC,57,(919) 896-6693,,48075,MICHIGAN,1985,Y,INDIA,SAN MATEO,Master's,1
231358,,Woburn,None,None,,,A-15096-64342,21/04/2015,Certified-Expired,H-1B,INDIA,,04/12/2015,330 Potrero Avenue,Suite 102,SUNNYVALE,UNITED STATES OF AMERICA,Senior Executive - Isg,HCL AMERICA INC.,8842,(408) 733-0480,,48084,MICHIGAN,1985,A,INDIA,STERLING HEIGHTS,Master's,1
327667,,Chicago,"Fragomen, Del Rey, Bernsen & Loewy",CALIFORNIA,,,A-15259-18254,09/10/2015,Certified-Expired,H-1B,INDIA,,14/01/2016,"Law & Regulatory Affairs, Rw4A",Suite 200,HARTFORD,UNITED STATES OF AMERICA,Florida Individual Sales Director,AETNA LIFE INSURANCE COMPANY,49000,(860) 273-0683,,48083,MICHIGAN,2002,A,INDIA,TORRANCE,Master's,1
99451,,Miami,Littler Mendelson,NEW YORK,,,A-14259-07429,17/10/2014,Certified-Expired,H-1B,NEPAL,,30/12/2014,919 Middle Street,None,MIDDLETOWN,UNITED STATES OF AMERICA,President,"AI ENGINEERS, INC.",92,(860) 635-7740,2600,48034,MICHIGAN,1996,Y,INDIA,TROY,Bachelor's,0
256880,,Hamden,Lamboley Law Firm,MASSACHUSETTS,,,A-15243-13322,29/09/2015,Withdrawn,H-1B,INDIA,,19/02/2015,731 Lexington Ave.,Suite#840,NEW YORK,UNITED STATES OF AMERICA,Team Leader,BLOOMBERG L.P.,15000,(212) 318-2000,,48083,MICHIGAN,2004,Y,INDIA,TROY,Bachelor's,0
195150,,Houston,"FosterQuan, LLP",CALIFORNIA,,,A-15194-97349,30/07/2015,Certified,H-1B,CHINA,,30/07/2015,18001 W. 106Th Street,Division Of Human Resources,OLATHE,UNITED STATES OF AMERICA,Director Human Resources Operations,"TERRACON CONSULTANTS, INC.",2500,(913) 599-6886,,48226,MICHIGAN,1973,Y,INDIA,WALTHAM,Bachelor's,0
70748,,None,Schoener & Associates PC,TEXAS,,,A-16026-65182,22/02/2016,Certified-Expired,H-1B,JAMAICA,,05/12/2014,"7206 Impala Drive, Suite #214",None,RICHMOND,UNITED STATES OF AMERICA,President,HANUSOFT INC,48,(804) 484-2400,,48326,MICHIGAN,1998,A,KUWAIT,ROCHESTER HLS,Bachelor's,0
123096,,Owings Mills,Duane Morris LLP,CALIFORNIA,,,A-16109-98413,05/05/2016,Certified,H-1B,INDIA,,30/12/2016,13975 Polo Trail Drive,None,LAKE FOREST,UNITED STATES OF AMERICA,Chief Financial Officer,HAIVISION NETWORK VIDEO INC.,182,(847) 362-6800,,48326,MICHIGAN,1977,A,MEXICO,CLARKSTON,Bachelor's,0
155580,,Laurel,Brew & Associates PC,CALIFORNIA,,,A-15171-89366,13/07/2015,Certified,H-1B,CHINA,,30/07/2015,1301 Atwood Ave,Df6-2E,JOHNSTON,UNITED STATES OF AMERICA,Senior Human Resources Manager,DASSAULT SYSTEMES SIMULIA,529,(401) 276-4478,,48109-1316,MICHIGAN,1817,A,PORTUGAL,MANCHESTER,Doctorate,0
107035,,Washington,None,None,,,A-16280-59559,18/10/2016,Certified,H-1B,INDIA,,21/05/2015,"4405 Cox Road, Ste 140",None,GLEN ALLEN,UNITED STATES OF AMERICA,Chief Executive Officer,DATA CONCEPTS LLC,110,(804) 968-4700,,48109-1316,MICHIGAN,1817,A,SOUTH KOREA,ANN ARBOR,Master's,1
257898,,Santa Clara,None,NEW YORK,,,A-15308-35959,03/12/2015,Certified,H-1B,INDIA,,21/09/2016,6100 Tennyson Parkway,None,PLANO,UNITED STATES OF AMERICA,Lead,INFOSYS LTD.,15324,(469) 229-9400,,48243,MICHIGAN,1977,A,UNITED KINGDOM,HOBOKEN,Bachelor's,0
138181,,Austin,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C.",None,,,A-14197-89373,07/08/2014,Certified,H-1B,INDIA,,19/05/2015,605 Coolidge Drive,None,FOLSOM,UNITED STATES OF AMERICA,Vice President,"AGREEYA SOLUTIONS, INC.",291,(916) 294-0065,2600,48034,MICHIGAN,1996,,,ANN ARBOR,Bachelor's,0
249029,,Atlanta,"Alston & Bird, LLP",ARIZONA,,,A-16102-95238,26/04/2016,Certified,H-1B,INDIA,,27/05/2016,"10715 David Taylor Drive, Suite 450",None,CHARLOTTE,UNITED STATES OF AMERICA,International Mobility Manager,DASSAULT SYSTEMES SERVICES LLC,12400,(704) 264-8800,,48105,MICHIGAN,2011,,,ANN ARBOR,Master's,1
156538,,Pittsburgh,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14198-89599,07/08/2014,Certified-Expired,H-1B,CHINA,,02/02/2015,888 Brannan Street,None,SAN FRANCISCO,UNITED STATES OF AMERICA,Head Of Global Mobility & Immigration,"AIRBNB, INC.",560,(415) 728-0115,,48331,MICHIGAN,1906,,,ARLINGTON HTS.,Bachelor's,0
